,Text
563429,"I received a cookie as part of an Influenster review. I love that it tastes like a fresh cookie from Grandma's oven. I knew I would love it, but was uber pleased to see that my 2 year old loves it as well. This is definitely something that will replace a fruit snack!"
563430,I received a complimentary Quaker Soft Baked Oatmeal Cookie from Influenster.com for review purposes. This cookie is huge and hearty! This is literally the first Oatmeal Cookie I have ever been able to get my picky teenage son to eat! Very soft! Just like homemade! Quaker has really outdone themselves!
563431,"I received this item from Influenster and loved them so much thaton my next grocery trip I purchased three boxed.  I received the oatmeal raisin from Influenster and I also purchased the banana nut and the chocolate almond.  The raisin was my favorite soft and moist, loved them"
563432,"These cookies are amazing! They are moist, flavorful and are really satisfying. I can't wait to add them to my teenagers lunches in the fall!"
563433,"I was really surprised at how good these are! Very soft and chewy, however maybe a little too soft. I recently packed them in a lunch and got complaint that they crumbled"
563434,"These were very tasty, my three year old son even gobbled them up! They are very soft, and as long as you like oatmeal cookies you will love these!"
563435,Yumm yumm yumm we loved them like that way they are soft for the kids and they taste so good
563436,"Bought these for my husband and he really likes them! I haven't tried them yet, but I'm going to give them a shot."
563437,"For an Oatmeal Raisin cookie this isn't bad at all. Nice and soft, great taste. I like the other flavors of this cookie as well."
563438,"I got a sample of these yummy thangs in my Influenster Mom VoxBox and they are delicious! I shared mine with my toddler and she also loved it, cried when we ran out of cookie! They are nice and soft and really tasty! Go on and get you some, girl!"
563439,"I love Quaker Soft Baked Oatmeal Cookies. They taste so good! They are moist, soft, and just the right size! The first cookie i had i received in my Mom VoxBox from influenster.com. It was so good that the next day I went out and got a whole box! They are great for on the go snacks. I keep one in my purse for when I need a little snack! <a href=""http://www.amazon.com/gp/product/B005KK56JU"">Quaker Soft Baked Oatmeal Cookies 6 count box (8.8 oz.), Raisins (Pack of 4)</a>"
563440,I also received a sample of this cookie from Influenster.  My daughter really enjoyed it. I think it is a little high in sugar to make it a regular treat but I would repurchase it in the future.
563441,"The Quaker Soft Baked Oatmeal Cookies are delicious, I received a complimentary sample from Influencers to try the product and review it.  Well when the Vox Box that contained my complimentary products to try I opened it up infront of the mailbox, on the way up my driveway I ate my cookie.  I absolutely love that these are individually packaged yet a nice size cookie.  You don't feel deprived by throwing just one in your lunch box or purse, and certainly the kids love them.  I think they are very reasonably priced, and plan to stock up on a few boxes.  Perfect for the the beach when you want snacks yet don't want the seagulls attacking open food bags.  Not to mention they are a guilt free snack:<br /><br />-Made with Whole Grain Quaker Oats<br />-Individually packaged<br />-Provides a good source of fiber<br />-Contains 6 grams of total fat per serving<br /><br />Definite buy, if on sale stock up."
563442,I recieve sample of this cookie from Influenster to try out. I normally dislike cookie with raisins but this one was good. I will not get these again but thats not because it wasn't a good cookie its because of the raisins. I will how ever try these in other flavors.
563443,"I love these cookies. They have a wonderful chewy texture, a bursting with raisins and taste truly homemade. At first I was concerned the cookies may have picked up some of the flavor from the packaging, but the flavor, while helping to maintain the freshness of the cookies, had  no effect on the flavor. I love the baked through flavor of the cookies, they baked to perfection - not underbaked and certainly not overbaked because they are nice and chewy. I will definitely consider these cookies as a pantry item for when I need a treat, but did not have time to  bake cookies for the kids myself.<br /><br />Disclaimer: I received a Mom Voxbox through Influenster, which contained a sample of Quaker Soft Baked Oatmeal Cookies. The opinion expressed herein are my own personal opinion and have not been influenced by Influenster or any other third party."
563444,"I was one of the lucky moms out there that got picked to receive a MomVoxBox  from Influenster. When I opened the box my youngest son Jordan was sitting with me. Before I had a chance to see what it was he took it and ran off. I was surprised by this, but I opened it up for him and he ate it right up. See my son Jordan is Autistic and he is a very picky eater. He is also picky about his snacks. He hates raisins, I have never been able to get him to eat them . But he loved the Quaker Soft Baked Oatmeal Cookies. Ever since we received these when he sees a Quaker cookie box we have to buy it he thinks they are the same cookies. These are so great they come in their own wrappers so you can take them when you are on the run and they are way healthier then most cookies out there."
563445,I received a sample of this product to test from Influenster.The Quaker Soft Baked Oatmeal Cookies were much more moist then other brands. Also I like the fact that it's made with whole grain quaker oats and it provides a good source of fiber. These are a great thing for kids to eat!! [...]
563446,"I received a sample of this product to test from Influenster.  I have been a big fan of oatmeal cookies all my life and I put this right on top.  What really impressed me was the sofeness and the taste was just awesome.  If I didn't know better, I'd think they came right out the oven. Lets not forget the wholesome ingredients it contain.  You couldn't ask for a better cookie.  If I didn't know better, I think my mom made these."
563447,"I received a cookie from Influenster. I am not a big fan of oatmeal and raisin cookies,not since my Granny spoiled my taste buds. Ever since then I have tried to find cookies on the market that were comparable to hers, with no luck. I was surprised by this cookie! It tastes so close to the homemade ones that my Granny used to make!! The size is enormous and the raisins are soft and chewy. Definitely worth buying! LOVE IT!"
563448,I really dislike oatmeal cookies and raisins..I got a cookie from influenster and this cookie was awesome and made me change my mind about oatmeal raisin cookies. I would def. get these again.
563449,"I am not a big fan of raisin cookies, But I had a taste of their raisin oatmeal cookies & they were delicious ! I am surprised my son loved them too. He had no clue there were raisins in there, They were just that yummy (: I will def be buying more of these. Thanks to Influester for sending me a sample in my 2012 Mom VoxBox."
563450,I love these soft and chewy cookie from quaker. The cookiew was better than what I expected from a store bought cookie I will buy again
563451,I got to try the Raisins Soft Baked Oatmeal Cookie from Influenster via the MomVoxBox.<br />So much flavor! This cookie is just so yummy chewy and soft and delicious. You have got to try it to believe it!<br />You just want to eat every little piece. An awesome treat!
563452,"First let me say that I tried this product because I received it in my Mom VoxBox from Influenster as a complementary test product.  That said, these cookies are off the hook delicious.  They really do taste just like homemade (I know, because I make my own all the time).<br /><br />I only ate a bite because my son was chomping at the bit to have it and as soon as his little hands got ahold of this cookie, it was gone in seconds and he was asking for more.  We'll certainly be buying a box to keep for when it's just too hot to turn on the oven and make our own!"
563453,"The Quaker Soft Baked Oatmeal Cookies were truly much more moist then other brands.  They had a good oatmeal flavor and were packed with raisins, but were not as sweet as I expected.  After a few bites, I found just a little bit of the cookie was the perfect amount to fill me up and calm my sweet tooth.<br /><br />*I received a free sample of this product from VoxBox in order to provide an honest and accurate review."
563454,I was Fortunate enough to be sent this item through influenster. I really enjoyed the cookie. It was delicious soft goodness that didn't make me feel as guilty as eating an Oreo<br />Thank you Quaker!
563455,These cookies taste fantastic!  Even my picky children love them and ask for them every time we go to the grocery store!
563456,I received the Quaker Soft Baked Oatmeal Cookie from Influenster and Loved it! These cooies are one of my favorite packaged cookies.
563457,"I received the Quaker Soft Baked Oatmeal Cookie from Influenster to try.  I am gluten intolerant so my seven year old daughter got the pleasure of trying it.<br /><br />Here is here review:  ""I loved this cookie.  I loved it so much i could eat a bunch of them.I loved this cookie it was so good i wish you could give me more. It was worth five in rating that's how good it really was to me. I wish mommy could try it but it was not gluten free so she could not try it so that was sad. But i loved it.""<br /><br />I have a feeling this will end up in our cart our next grocery trip ;)"
563458,"I love these cookies, they are soooo soft and they taste delicious all of the flavors. They are also not to chewy."
563459,these are really good cookies. And i can get my 7  yr old to eat them thats always a  +
563460,my son and i shared on and let me tell you it tasted amazing didnt think id like the raisin s since i usually dont or oatmeal but i did they were so soft and tasting so good we boaght two packages already one is gone thumbs up
563461,"Thanks to Influenster I got the chance to try these yummy Quaker soft baked raisin cookies! It was love at first bite!I like the fact that it's made with whole grain quaker oats and it provides a good source of fiber. All in all, the soft, chewy, homemade taste makes this one a tough cookie to beat."
563462,"These are some of the best oatmeal raisin cookies ever - I usually bake my own cookies but to be honest I'm not sure I can do better than these!  They are soft, melt in your mouth and bursting with flavor."
563463,This product was great! My kids love them and they are a healthier option when you are on the go!
563464,Just after getting this cookie I ate it right up! I love my cookies soft and oatmeal cookies aren't normally the most moist cookie. These had such a great flavor even better than my own homemade ones. My family was not happy that I ate the whole cookie without sharing!
563465,These cookies are delicious!!!!!!! my 4 year old loved them i barely got any. great for snacks and on the go.
563466,"These cookies are great to toss in to lunch sack or to grab one on the way out the door. It makes getting a treat more then just eatting the cookie it's something that can be share and experienced anywhere, anytime."
563467,"The cookie was soft, moist and delicious.  You can tell they are packaged fresh as they don't have that stale taste.  My kids and I love them!  They are definitely worth the money."
563468,"I was pleasantly surprised how good this cookie was. To be honeset, I only got to eat 2 bites of it....my 3.5 year old gobbled the rest up!! She's not a big breakfast eater, but she enjoyed this cookie. The raisins were nice and plump, not dried out and hard. Very impressed with the size of it too. This is a great cookie."
563469,"These are perfect for on the go...we are often rushing out the door and I often grab something as the door is closing.  These are perfect to fill you up and give you the start to the day that you need.  My youngest is not a morning person and is slow to eat, so these are great for him to just grab and eat on the way to school.<br /><br />Was so happy to get a sample of these in my MomVoxBox...thank you Influenster."
563470,"I received this product from Influenster. I have to say the kids devoured it before I got the chance! They asked for more! So, it's added to the grocery list."
563471,I received a sample of this cookie in my momvoxbox and it was great I had to go out and buy more.<br />I would love to tell everyone to get these great cookies
563472,If you are looking for a cookie that taste like grandma makes look no further. These are the best oatmeal raisin cookies I have ever had.
563473,"I received a sample of the soft-baked cookie with raisins from Influenster! The cookie smelt amazing, was soft just as it said, I know it's healthier than regular cookies, and it seemed homemade, straight out of the oven!!! I will be buying some for sure!"
563474,My kids and I loved this cookie!! It was so tasty and best of all it was good for them too! I highly recommend this product! It was very soft and fresh too!
563475,I really enjoy these cookies.They taste like homemade and have lots of healthy whole grain.Love that my teen boy will eat them instead of unhealthy snacks and they fill you up well.
563476,I tried the oatmeal raison one.Very good! Defintly excited to try all of the flavors. The apple one looks really good.
563477,This is a definite buy. This is the first store bought cookie that Ive ever had that taste like homemade. It so soft and chewy.
563478,Delicious and soft treat! Perfect to store in a purse or diaper bag. My kids loved them and I enjoyed them also.
563479,Its soft and chewy. It was a very good cookie even though it came from a bag and wasnt homemade! My kids love these cookies!
563480,"I absolutely loved this cookie! I tried the oatmeal raisin and can't wait to try the other flavors! I like to eat a little something before I workout, and this cookie really hit the spot. My little kids also really enjoyed them! They are begging for more. Perfect snack for the little guys."
563481,I will be going to get more of these tonight! My 15 1/2 month old son just loves them and I like giving them as an afternoon snack for him. They fill him up and give him the energy for more running around and they don't seem to bother his mouth since he's currently teething.
563482,These cookies are delicious and healthy.  I will be buying these to share with my family. Quaker couldn't have made a better cookie!
563483,"I was lucky enough to try this cookie in a Mom VoxBox from Infuenster. So glad they gave me a sample because I would have never tried it on my own since I don't really like oatmeal raisin cookies. This cookie was delicious, not too sweet, very soft and chewy and my 17month old daughter also loved it. These cookies will be found in my house from now on."
563484,Amazing cookie i not one to like oatmeal and raisins but this cookie was really moist and soft. I was so good i bought the other flavors chocolate chip and the berry ones. This cookies are great for the on the go food just throw it in ur bag and go A++++++
563485,These were really good. I got them free to try and loved them. Very filling and tasty. Me and my husband shared it and we couldn't wait to buy more.
563486,Wasn't sure if this cookie was going to be as it was described but it was more than what I thought. It was so soft and I love soft cookies I tried the rasian one cant wait to try the rest
563487,I am not a huge fan of raisins but the Quaker brand has always been one I loved. I did try the cookie and it was so soft and melted in my mouth . Had a great and healthy taste of whole grains and overall is a good Cookie.
563488,"I really enjoyed these cookies. Great taste and very filling!! Great to pack in lunch, picnic- kids snack. Great that they come individually wrapped- easy to throw in your purse or bag. I would recommend these for kids and adults!"
563489,i am not an oatmeal cookie lover but I will say that I loved this cookie !!!!!!!!!! it was soft and chewy and that what makes it good
563490,They are amazing. So good and soft chewy. I so recommend them.my kids evwn enjoyed them. I will be purchasing these
563491,These were pretty great. We got the Oatmeal Raisin but to me they tasted like Pumpkin Pie which was even better. My husband and three year old liked them as well. Especially the three year old. These cookies were pretty great. Very dense so one is definitely enough. I want to try another flavor next time too! Maybe something with chocolate!
563492,"I recently received a sample of this cookie, and I enjoyed it!  The cookie was soft and not too dry.  It was a little spicier than I generally like my oatmeal cookies, but it definitely had some flavor. I wouldn't say that it's my favorite oatmeal cookie ever, but I would be very okay with eating more of them  :)"
563493,"This individually wrapped cookie was moist, soft and chewy. The taste was perfect and it was beyond expectations, the perfect bite."
563494,"Oatmeal is one of my favorite grains and I was very excited to try these cookies, especially a soft variety.  Very yummy!"
563495,The oatmeal cookie was so soft and chewy. It really was very yummy as well as healthy. Will definitely buy more!
563496,We recently got one of the Quaker Soft Baked Oatmeal Cookies to try ViA Influenster and Quaker. And my family loved them! They don't taste store bought at all. They tasted home made!! Very soft and moist!
563497,"Upon recieving this cookie in my voxbox from influenster I sceptical because you expect cookies in a package to be very dry and more often than not tasteless, the cookie recieved in the package was surprisingly moist and very flavorful, it tasted very good and I will definately purchase them in the future."
563498,"My daughter and I tried the soft baked oatmeal cookies and we both agreed it's delicious!  I rarely purchase premade cookies, because they are too hard for my preference, but this changes my mind.  They are full of flavor.  The oatmeal doesn't overpower the raisins and the raisins don't overpower the oatmeal, it's a perfect balance.  The raisin were soft, not hard like other brands we've tried in the past.  The price for the quality is well worth it."
563499,"I absolutely fell in love with these cookies.  I love my cookies soft and not hard, unless it's an Oreo and then I soften it in milk, but these cookies are hands down the closest I've had to homemade!"
563500,Less calories than a candy bar! I will take it. I was pleasantly surprised with the taste of the cookie. I thought it wouldn't have much flavor but it does. The spice of the cookie and the raisins make it a delicious treat. Now it is a soft baked cookie but to me it was a tad bit dry. It was still edible and good. I will pick up a box once they are available.
563501,Got a free sample cookie from @influenster's Mom voxbox. These cookies are great they are soft and chewy and left me wanting more!
563502,I was given a sample of the Quaker Chewy oatmeal cookie from Influenster. I enjoyed the taste and texture of my cookie. I will buy them again if they are on sale or I have a coupon to use.
563503,"There is one thing that I love, I love eating something absolutely delicious and knowing that what I am eating is actually healthy and jampacked full of nutrients!!! I received a sample of Quaker Soft Baked Oatmeal Cookies from Influenster and it was delicious, and you know what else? My little sweet toothed diva, loved it too, I know this because she took it from me and made it disappear like magic! You want a healthy treat that you kids will love and enjoy too, this is a definite must try."
563504,"Greta cookies and amazing nutrition in them. Would definitely purchase this product. ,y favorite part was the delicious oatmeal put in them."
563505,These are very good. Nice and soft. Would for sure get again. Since they are packaged individually its nice for travel. A great snack.
563506,I received these cookies to try from Influenster and they were delicious! So soft and yummy and not too small like some store bought cookies are. They tasted homemade and the whole family loved them!
563507,We received these to try and they were fantastic my husband loves oatmeal raisin and he couldn't get enough! I think the verdict is that they're fantastic and we'll definitely be buying more!
563508,liked the flavor just wished it had more oatmeal in the cookie. But i do like how soft it was!!
563509,I loved the softness of this cookie but not to keen on oatmeal but I will be buying more of these just not in that flavor. my kids loved the cookie!
563510,"I've always on the lookout for handy snacks for my teenage son.  he loves soft cookies, so I was thrilled to see the soft baked oatmeal cookie from the masters of oatmeal.  My expectations were high.<br /><br />This is a good cookie, but not a great one, so I was a little disappointed.  The consistency is excellent, just what you would want from a soft baked cookie.  And it is defintely enough for a snack - at 1.48 oz and 170 calories - that's plenty. The raisins, too were outstanding. But the cookie itself was not great tasting. I wanted bigger hunks of oatmeal-- more texture, and there was an aftertaste of the preservatives."
563511,"The Soft Baked Oatmeal Cookies may be the best oatmeal cookies you can eat that are not homemade.  They are well baked to the point had they spent another minute or two in the oven they may be burnt (which is exactly how I like my cookies).  And even though they are soft, they are firm enough they do not crumble in your hand.  And there is enough raisins you will have at least one or more in every bite.  On the flip side, the ingredient list is a bit lengthy with a few ingredients that I cannot pronounce (is a red flag for me)."
563512,"Nice flavor, and only 70 calories per cookie; the Quaker Soft Baked Oatmeal Cookies are tasty.  But they're just not something to get overly excited about.  If oatmeal cookies are your definition of snacking nirvana, you might find these well worth trying."
563513,"These cookies were a hit with everyone in our family from the oldest (35) to the youngest (17 months.)  The cookies were very soft and tasty.  Each cookie was full of raisins, and still retained an ""oatmeal"" taste.  They are sized perfectly, one cookie is big enough to satisfy a craving without eating half of the box.  My only complaint is that they were crumbly.  This was fine for my 17 month old twins, as they still don't have all of their teeth, and have trouble biting and chewing hard cookies.  I had a problem with the crumbly texture, because when I tried to dip the cookie into a glass of milk, a big chunk of it broke off and fell to the bottom of the glass, where it turned into inedible mush.  Aside from that one complaint, I have nothing bad to say about these yummy cookies."
563514,"These are delicious, no question. They seem to have achieve the perfect level of sweetness, unlike most cookies with are a lot more sugary tasting. Kudos.<br /><br />There are also plenty of raisins, so at least part of its sweetness comes from a more natural source.<br /><br />My only complaint is the cookies were surprisingly dry. They are very well packaged, so I don't think that was the problem. Maybe they're made that way. But I've also heard that some products aren't great to order by mail in hot summer months, as they may dry out. I know mine probably spent at least a few hours on the porch in 90 degree weather. Dunking the cookie in tea or milk, or microwaving them for 15 seconds helped a lot.<br /><br />Otherwise, these were yummy and seem more healthy than other choices."
563515,"These cookies are pretty good.  They are soft and flavorful.  They are not amazing or as good as homemade, but what packaged cookie is?  These are better than other packaged cookies we've tried, and the nutrition information isn't horrible either."
563516,"These cookies are soft, but not crumbly like so many mass-produced ""soft"" cookies.  They have a good amount of raisins and slight oatmeal-spice flavor.  A plus is the individual wrappings, good for taking on an outing, packing in school lunches or even selling at a bake sale.  Don't expect the same chewiness or intensity of oat flavor as bakery or homemade cookies, but as store shelf cookies go, I've had worse (Chips Ahoy ""chewy gooey"" for instance)."
563517,"These are pretty tasteless, and the texture is all wrong.<br /><br />An oatmeal cookie should have a good texture, you should bite into something a little crunchy.  While I understand these are ""soft-baked"", I still expected to have some differentiation between the outer edges and the inside of the cookie.  There was none. They just don't taste that good.<br /><br />I ate one, my husband ate one, and the rest are still sitting in a box on the counter."
563518,"I did not love the taste or texture of this cookie. It is somehow simultaneously soft and dry  and gritty. The taste is nothing remarkable. And, it is not particularly healthy- not bad, but the stats arent great for one small-ish cookie.<br /><br />Give it a try, you may like it, but I was disappointed. I recommend Bel Vita Biscuits as a healthier- and tastier- cookie alternative."
563519,"For a product like this, it's pretty good. Soft, tasty, seemed fresh. They didn't last long at my house. I thought they were a bit too sweet, but the kids loved them. I'd rather eat home-made, but this is the next best thing."
563520,"Quaker cookies have always been one of my favorites and these do not disapoint. These cookies are so delicious! They are soft and chewy and scrumptious. My kids love them, I love them, this is definitely on my shopping list :)"
563521,I received a complimentary sample from Influenster to try the quaker cookie.  It was soft and amazingly delicious.  My daughter loved it as well.  Will definatly be purchasing these in the future.
563522,I received this Oatmeal raisin cookie from influenster and they were so delicious! They were soft and moist and I will definitely get these in the future for my family!
563523,I received a sample of this cookie and oh my goodness it didn't let me down.  It was delicious and tastes a lot like a homemade cookie you'd make yourself!  I loved how soft it was as I prefer soft over crunchy cookies.  I'm definitely interested in checking out the different flavors they offer.
563524,Quaker Soft Baked Oatmeal Cookies were super good!! I think everyone should try them out!! they and they are not to bad a snack health wise!!
563525,"recieved these from influenster and asolutely feel in love, they are so yummy.  this family is deffinately getting more of these!  absolutely recommend these."
563526,We LOVE Quaker Soft Baked Cookies in our house hold! They have great for everyone. My sons first cookie was a Wuaker Soft Baked Oatmeal Cookie that I got in my Mom Voxbox from Influenster. Will be buying alot of these!
563527,"I got a sample of this cookie from Influenster.  I just have to say it was soooooooo delicious.  I love oatmeal cookies and even though I always use Quaker oats they never come out as soft and delicious as this cookie was.  Forget baking, I'm buying from now onw."
563528,"I received this cookie from Influenster to try and review. Mine was raisin flavored and It was yummy! I would recommend this cookie based on price , easiness to find and purchase, and flavor/ softness! As close to homemade as you can get without the work! And reasonably healthy as well! yummy!"
563529,"I loved the Quaker Soft Baked oatmeal cookie that I got to test recently! The spices in the cookie were perfect, and the flavor was better than homemade! I'm not an Oatmeal raisin cookie eater, but this was a soft and Delish cookie that I truly enjoyed!"
563530,I recieved this cookie sample  complimentary for testing and review from Influenster.<br /><br />I let my neighborhood kids test this out. (see pictures below) .  It was easy for them to open and they loved the cookie itself.  They asked me to go buy them some for snacks.  Here is the information about the cookie
563531,"This was one of the best soft cookies I've had in a while that was store brought. I am not a big fan of raisins but this cookie made me forget all about them. If you are thinking about buying these, they are a good buy. A Great snack for Adults and children."
563532,"I was desperate for something to eat but had to rush rush rush out of the house for a family emergency.  I hadn't eaten lunch yet so I grabbed one of these cookies and headed out the door.  As I drove to pick my son up from school, I ate the cookie and was surprised at how satisfied I was.  No more growling or stomach pains.  And the fullness lasted until dinner!"
563533,"These quaker cookies are so great, they are easy to carry around and they make a great snack when you are on the run."
563534,"I received a sample of the Quaker oatmeal raisin soft baked cookies (courtesy of Influenster.com) about a month ago and since then I haven't purchased any other oatmeal cookie. I love them and most important my daughter loves them. These make the perfect snack for lunch, at day at the park or beach, or a midnight snack. Best part is they are healthy and don't make you feel bad for ""cheating"" a little on your diet. There's so much to say but to sum it all up....they are DELICIOUS!!!"
563535,I loved it is was so yummy.  I had to go out and buy a box write after I got my free sample thru influenster.com.  My kids loved it too they dont last in my house of how yummy thye are!!!!
563536,"Anyone looking for quick, delicious, healthy snack should definitely put these on their shopping list. They come individually wrapped which makes them perfect for taking along with you when running around and they're very filling with the whole grains and rolled oats."
563537,"I received one of these cookies as a sample in the Influenster Mom VoxBox. I didn't think I'd like it because I'm not a fan of oatmeal raisin cookies. The plan was to give it to my husband who loves them. Well, before he could get it, my daughter snatched it up. She doesn't like raisins but loved this cookie! I talked her into giving me a bite and it was really good! It was really soft, not dry. I have been trying to find them in the store to buy some more but so far haven't had any luck."
563538,I received a sample of these in my summer mom voxbox from influenster and as soon as we opened it everyone wanted a piece and we had to share! One cookie just wasn't enough...I'll have to buy more..they were so soft and tasted like it was freshly baked..not overly sweet and the raisins were plump and soft...highly recommend!
563539,Wow I wasn't expecting to like these as much as I didi but they were great. Even my pickiest of eaters my daughters ate them for breakfast and now my hubby likes to snack on them at work.
563540,As a mom of 2 teens one being a diabetic I am always looking for healthy low carb snack...I found it YUMMMMY these really are great and then next best thing to homemade!!
563541,I recieved this cookie in my Influenster Momvoxbox. We recieved the Oatmeal Raisin cookie. It was so soft and tasted sooo good. There was only one so my kids and I had to share. Later that afternoon I went out and bought the Oatmeal Raisin and the Banana Nut. Love them!
563542,"Let me just say wow!  I was a little apprehensive at first because prepackaged cookies are never as soft and chewy as advertised but these Quakers cookies were amazing they were soft, chewy and tasted like they were baked fresh.  I will be recommending these to everyone i know"
563543,Quaker Soft Baked Oatmeal Raisins Cookie was so good. It tasted homemade. It was big and filling. They are prefect for lunched for the kids too. I cant wait to try other flavors.
563544,I loved this cookie! It was soft and very good! It didnt taste like all those other prepackaged cookies with that chemical aftertaste. I bought a box yesterday!
563545,"I love these cookies! Delicious, chewy, moist, just good overall. I have always been a Quaker fan. I love all of their products."
563546,"My favorite cookie is Oatmeal Raisin and these cookies are the bomb! They are so moist and chewy. Perfect with a cup of tea, snack after lunch, or just anytime. I love them."
563547,We thought this cookie tasted really good! My husband and kids really liked them.I love the different types. We will certainly buy again.
563548,Its aq big cookie & it doesnt taste like its added full of fillers. It actually tastes pretty homemade to me
563549,"These were wonderful cookies. Delicious, soft, and tasted homemade. It is a great snack for on the go. Not only is it a quick and easy snack for kids, it is healthy too."
563550,This was the best soft baked cookie i ever had. Highly suggest you give this cookie a try if you havent already.
563551,"I hope they make chocolate chip next!! These cookies are wonderful!! Fresh, taste homemade better than any other store bought cookie!"
563552,"I was worried that these were going to be dry and not as ""soft"" as some cookies claim to be, but these were amazing. there was a great cinnamon taste that reminded me of fresh baked cookies, and I honestly was not expecting them to be so good! I have forced many of my friends and family to try them, and they love them as well!!!<br />if you love oatmeal raisin cookies..you will LOVE these!"
563553,"My daughter ate this cookie and loved it.  She stated that it was soft and moist and not too sweet.  My baby also liked this cookie, his review was a little more understated though.  He cooed and smiled and tried to steal more from his sister.  I will definitely be purchasing this product in my normal grocery-shopping routine. I received this product complimentary for testing and review purposes from Influenster. @Quaker #quakersoftbaked @influenster"
563554,"I really liked the cookies. My daughter loves the as well as a special to treat to share with me. A little crumbly but that what you get for a real soft and moist cookie and not one chocked full of chemicals to keep cookies fake,y moist and chewy."
563555,I Love these cookies.  They smell and taste delicious.  The balance is of sweetness is perfect. If you love oatmeal you would love this cookie. I recommend it.
563556,"<span class=""tiny""> Length:: 1:21 Mins<br /><br /></span>I received this product complimentary for testing purposes from Influenster. The cookie is DELICIOUS according to my Grandson Elijah (see video). I am dieting so I couldn't eat it but he LOVED it! It's chewy and filled with raisins. I will definitely buy this for him in the future!<br /><br />@influenster<br />@quaker<br />hashtag: #quakersoftbaked<br />Quaker Facebook Page: [...]"
563557,@influenster @quaker my kids fight over them; homemade taste is great; always a trustworthy company.  Been buying 2 boxes a week since we first sampled them!
563558,"Quaker soft baked cookies are delicious. I love the consistency, texture, taste, and quality of ingredients. It is a quick, easy, healthy snack for on the go or at home. The raisins are good size and very juicy. This is probably the best soft oatmeal cookie I have had in a very long time. Definitely would buy again."
563559,"Almost taste freshly baked and homemade. And the size of one cookie didn't leave me wanting more, it was a perfect little treat. I would try the chocolate almond one next time."
563560,I thought they would be dry like most Oatmeal Cookies you can buy! Not the case with these delicious beauties! My kids can't get enough of them :) They are on my shopping list for good!
563561,Ive tired this before but got one with the Influenster VoxBox 2012 this month YUMMy- they can be alittle dry though.
563562,I really never loved raisin oatmeal cookies but this is moist and tasty. i had to buy some more for me and my little ones.
563563,"These are de-lish-ous! They are moist and chewy, ans make a great snack for ant time of day. My kids love them and they are always in my purse when we are on the go!"
563564,"i received my Cookie my 1st Influenster VoxBox 2012 this month,  You must buy and try them.  The Cookie isnt too sweet, its soft and the raisins are just right. This is a must buy"
563565,"If you like soft, chewy cookies with lots of raisins, this is the cookie for you. My husband and kids love them and I love them because I'm not asked to bake so often with them in the house."
563566,I don't care for oatmeal cookies + I was actually going to give this to my husband. I kind of feel guilty that I didn't lol. But it was really soft + yummy. Making me reconsider only keeping stock in chocolate chip cookies.
563567,This was so soft and yummy! My kids absolutely loved it and its perfect to throw in your bag or lunch box for on the go treat.
563568,"I gave this product 4 stars because of it's usefulness to me. The kids LOVED it and they're not huge fans of oatmeal cookies! I thought it was tasty; however, I'm not likely to purchase it with frequency because I try to avoid packaged foods, and do not store a lot of sweets in the house for the kids. I would however choose this over the competition. (I got this product as a free trial from influenster.com)"
563569,i love this cookie it was so soft and chewy and oh so yummy!!! not a fan of raisins but the cookie was goood and my husband loved it
563570,Tried this product recently and was pleasantly surprised. They tasted homemade and not overly processed. Would definitely buy these again.
563571,"i received this through influenster.com and got to sample it.. i personally love Quaker, very good, definitely recommend this product"
563572,"I have a very picky three year old daughter.  I can't get her to eat raisins, but she loved this cookie! It's extremely soft and chewy and tastes like it's home made. I would definitely recommend Quaker Soft Baked Oatmeal Cookie! :)"
563573,"I received a quaker soft baked oatmeal raisin cookie from Influenster to try and review. I shared this with my son who does not like oatmeal and he loved it! I love that it is made with whole grains and could be a good substitute for an on the go breakfast when I am running behind. The flavoe is very good, I love the soft texture, I really don't care for hard cookies and this one is perfect. I would recomeend this product to others and will probably purchase some more for my family."
563574,These are the most amazing cookie EVER!  I had mine a bit warm from the sun and it was like rite out of the over goodness!  Heaven in a baggie!
563575,These are perfect for a quick breakfast on the go or as a snack.  My little man loved it!  I would love to see a just oatmeal one without raisins.  We are definitely getting these again.
563576,I have really never liked oatmeal cookies until I tryed this one. And all I got to say it was great! Great taste and wasnt over cooked just right.
563577,"This was the most delicious cookie i have tasted. I thought it was going to taste like all the other store bought cookies. It was moist, chewy,and very delicious! I would definitely buy this product again."
563578,"So, I got a sample of this product in the mail.Just opened the box and the Quaker Soft Baked Oatmeal Raisin cookie, was gone. My son eat almost all and i just try a little bit. When he finished all star to cry and i have to buy some more at the store. now this is a family favorite to eat with milk. Its so soft like cake, i love it, and so healthly to my kids. Try one, you dont regret it!"
563579,"So, I got a sample of this product in the mail. After a few hours I thought well maybe I'll try it and it just happened to be the Quaker Soft Baked Oatmeal Raisin cookie, but the cookie was gone. My daughter just happened to ""go missing"" around the same time, and she's a mommy's girl and never leaves my side. So as I'm searching for her, I find her in my bathroom shower with the cookie almost ate up. I would have gave it to her anyway if she asked, but she hit it from me and ate it all herself! My daughter is extremely finicky when it comes to snacks, but this she gobbled right up. A cookie you can't go wrong with and good for them too!"
